,sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,aim_fraction_colu,aim_fraction_arab,species_gambcolu_arabiensis,species_gambiae_coluzzii,species,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2446,BL0342-C,T_47s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45,0.74,arabiensis,,arabiensis,16.96316,5.771677,-0.46779197,-7.6085777,5.0393085,-5.117924,42.31525,3.5252185,44.014755,11.756229
2447,BL0343-C,T_48s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.455,0.737,arabiensis,,arabiensis,20.912495,10.5514965,14.763248,-7.4165397,5.255539,-7.203164,2.286372,1.4541228,-3.7028947,-21.690022
2448,BL0344-C,T_49s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.451,0.738,arabiensis,,arabiensis,16.283617,7.9527636,16.056236,50.052856,13.845443,2.846118,34.32309,-6.919675,3.924515,12.4362545
2449,BL0345-C,T_50s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.456,0.738,arabiensis,,arabiensis,21.471937,-0.81543934,-23.266016,-10.170075,-2.8207884,7.256928,-16.592371,-24.066137,-34.138954,-7.6899366
2473,BL0373-C,M_28,David Weetman,Tanzania,Muheza,2013,1,-4.94,38.948,F,AG1000G-TZ,v3,0.431,0.6859999999999999,arabiensis,,arabiensis,28.019209,6.256856,37.712563,-52.589508,-12.88235,16.300001,9.987095,25.796114,37.145226,3.140817
2493,BL0250-CW,M_381_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,M,AG1000G-TZ,v3,0.45899999999999996,0.7440000000000001,arabiensis,,arabiensis,25.989845,15.288198,48.172512,-29.859724,0.66842574,-14.682804,-6.7101936,7.7898664,-9.901395,25.35329
2494,AC0007-C,1_A2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45799999999999996,0.741,arabiensis,,arabiensis,17.855227,-7.491378,-65.4853,-13.550771,14.232577,-6.7051225,-12.14468,10.283717,-21.81808,-25.470516
2495,AC0008-C,1_A6,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.74,arabiensis,,arabiensis,13.827022,-3.2197127,-51.742023,17.21849,-10.51143,-36.574062,-16.145494,17.053041,-5.222856,6.542736
2496,AC0009-Cx,1_A7,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45799999999999996,0.746,arabiensis,,arabiensis,14.11698,-4.3389983,-53.948612,-0.62746763,-8.029179,-13.910561,-2.97335,11.577445,-26.342743,46.131214
2497,AC0010-C,1_A9,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.452,0.743,arabiensis,,arabiensis,19.197765,-5.124879,-59.80667,3.3115096,6.860319,6.8625836,12.237143,13.355557,1.3819896,-42.61469
2498,AC0011-C,1_B5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.745,arabiensis,,arabiensis,22.90923,-9.161122,-74.647125,-1.8752296,-14.080505,-25.824978,-7.1859713,21.870031,15.492065,14.02905
2499,AC0012-Cx,1_B6,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.745,arabiensis,,arabiensis,17.566036,1.1864128,-44.488033,-2.6821446,-5.3348804,-34.805542,-38.282104,-3.1954355,-31.101477,14.415508
2500,AC0013-Cx,1_B7,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45799999999999996,0.742,arabiensis,,arabiensis,19.098831,-23.491774,-53.892883,-1.5210109,-7.774058,27.8193,-31.58016,-49.43909,-45.05297,90.47409
2501,AC0014-C,1_B9,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.452,0.742,arabiensis,,arabiensis,24.269745,-1.724011,-49.06081,-24.277575,-10.233034,-15.31411,13.889206,-1.3937253,49.081867,3.0648527
2502,AC0015-C,1_B10,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.741,arabiensis,,arabiensis,17.915863,-20.318645,-84.67209,-33.761223,-2.904827,42.52113,13.250277,5.8532596,16.034151,-49.73058
2503,AC0016-C,1_C2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.461,0.733,arabiensis,,arabiensis,19.094471,-6.772992,-65.61518,-26.166912,-8.616941,-15.904801,20.750217,20.235258,16.079649,-19.389465
2504,AC0017-C,1_C5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46,0.745,arabiensis,,arabiensis,14.392381,-5.0895157,-47.10776,3.0723577,-18.087196,-13.908716,-8.579712,12.180194,-16.520622,-5.488183
2505,AC0018-Cx,1_C6,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45899999999999996,0.747,arabiensis,,arabiensis,16.655933,-3.6672232,-51.301582,-11.168594,-10.825564,-16.54797,-2.2699695,19.30022,39.130833,-6.892683
2506,AC0019-C,1_C8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.745,arabiensis,,arabiensis,17.64357,-4.3733587,-65.25928,8.74004,-5.4009113,-17.43228,-7.141784,3.6103015,4.2042756,-10.7933655
2507,AC0021-C,1_C10,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.747,arabiensis,,arabiensis,20.12074,-1.2884903,-56.329865,-4.5742564,-1.2706789,-15.406314,32.758778,26.347376,21.036919,5.8078165
2508,AC0022-C,1_D1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45399999999999996,0.74,arabiensis,,arabiensis,17.369844,-21.205208,-65.79654,-13.037512,-1.1804765,39.232944,-14.538276,-19.208015,39.2836,-15.786937
2509,AC0023-C,1_D8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45299999999999996,0.745,arabiensis,,arabiensis,18.850658,-4.3128834,-59.65715,-19.255234,-2.4562747,-2.1938012,7.0308027,29.599773,24.206123,7.1769466
2510,AC0024-Cx,1_D10,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45799999999999996,0.743,arabiensis,,arabiensis,20.881363,-0.1373556,-63.21816,0.12295301,-15.2675495,-25.261473,2.7365346,13.617621,-17.855757,-16.357864
2511,AC0025-C,1_D11,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.457,0.7290000000000001,arabiensis,,arabiensis,20.903378,-19.162352,-75.54432,-37.218678,2.1733863,6.6199865,27.137363,48.459972,16.16869,-30.102472
2512,AC0026-C,1_E2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.743,arabiensis,,arabiensis,13.174962,-6.491014,-44.29511,-22.590424,-14.607516,-16.628248,-5.8728333,-1.6837171,-38.064655,3.1640573
2513,AC0027-C,1_E5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.451,0.743,arabiensis,,arabiensis,11.102012,-0.9763131,-47.014606,-8.2442875,-22.111267,-20.036707,-5.06908,7.892441,-16.482681,19.828259
2514,AC0028-C,1_E6,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.457,0.741,arabiensis,,arabiensis,9.278811,2.1910932,-29.317493,-0.29009783,-0.06464587,-34.291397,-21.1682,-3.1893713,-17.07506,-6.2556596
2515,AC0029-C,1_E8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.451,0.7190000000000001,arabiensis,,arabiensis,20.001038,-6.4353614,-58.531002,-10.000245,-3.378212,-3.62412,-3.7350867,-14.834452,-2.9551787,-5.7975326
2516,AC0030-C,1_E9,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46,0.746,arabiensis,,arabiensis,22.41453,-13.515365,-73.52337,-19.180756,-18.93856,6.248631,5.5806327,1.6842399,25.763313,9.684486
2517,AC0031-Cx,1_F5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.449,0.745,arabiensis,,arabiensis,13.331893,-1.8286023,-64.55216,4.877186,-18.632093,-21.242798,-0.6484104,19.01011,-30.473999,63.307316
2518,AC0032-C,1_F8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45399999999999996,0.738,arabiensis,,arabiensis,18.280178,-1.3093244,-47.567066,4.4088206,-9.953451,-13.833394,-28.149414,-5.364972,4.6592484,8.015632
2519,AC0033-Cx,1_F10,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.738,arabiensis,,arabiensis,19.352371,-16.464064,-68.247795,-33.146946,14.448711,76.54508,-7.6165323,-8.021564,49.662884,-51.527042
2520,AC0034-C,1_G2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46399999999999997,0.747,arabiensis,,arabiensis,16.3903,-4.3619947,-43.990936,-20.105513,-12.322855,-11.587279,-8.557477,7.708717,-30.465939,-18.581678
2521,AC0035-C,1_G5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45899999999999996,0.745,arabiensis,,arabiensis,19.293783,-11.408527,-75.799385,-18.60023,-4.771365,-15.407545,16.166628,29.372274,10.248372,-4.5093126
2522,AC0036-C,1_G8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.457,0.743,arabiensis,,arabiensis,21.02377,-23.582294,-80.643555,-21.328785,22.259974,24.441113,-18.74335,5.317949,8.478836,-30.245207
2523,AC0037-C,1_G9,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.742,arabiensis,,arabiensis,17.448444,-10.501877,-79.26344,-21.4856,-21.093962,-9.833024,1.1539327,26.211517,-0.15190957,13.407733
2524,AC0038-Cx,1_H4,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.746,arabiensis,,arabiensis,19.021671,-4.9794946,-69.9286,0.9548878,-20.103584,-31.494606,24.42308,22.07835,1.8051093,20.363838
2525,AC0039-C,1_H5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46,0.746,arabiensis,,arabiensis,20.024973,-31.876404,-85.07968,-19.986368,-9.3194685,24.761267,-34.635353,-54.70382,-37.85726,95.01686
2526,AC0040-C,1_H6,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.461,0.7440000000000001,arabiensis,,arabiensis,16.927727,-13.193012,-68.67736,-26.208153,-1.1693456,-20.231895,14.979354,27.900867,14.614052,-16.868383
2527,AC0041-Cx,1_H7,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.462,0.745,arabiensis,,arabiensis,24.575256,-4.445117,-81.9216,-13.557006,-15.537017,-10.562271,21.072395,20.782648,50.18865,-14.720443
2528,AC0042-C,1_H9,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45799999999999996,0.742,arabiensis,,arabiensis,18.890476,-24.94393,-70.658936,-15.152045,-5.149935,15.126917,-35.328907,-34.497536,-43.5389,96.64443
2529,AC0043-C,1_H12,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46,0.745,arabiensis,,arabiensis,15.922132,-11.811833,-65.48043,-3.385792,-7.5764155,2.517276,-14.004214,8.296658,-0.79558724,53.597576
2530,AC0044-Cx,2_A3,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.743,arabiensis,,arabiensis,16.166044,-0.435376,-35.153522,11.539263,-8.727911,-8.699804,26.388159,1.8940113,-21.062494,29.012037
2531,AC0045-C,2_A5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.452,0.7440000000000001,arabiensis,,arabiensis,14.153677,-6.67902,-51.534554,-35.08159,8.882237,10.006664,10.006059,12.583507,29.147041,-14.518523
2532,AC0046-C,2_A7,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.7440000000000001,arabiensis,,arabiensis,21.799023,-14.371012,-76.06493,-1.1316463,18.10851,13.017521,4.3622775,-21.75513,16.129326,-32.24374
2533,AC0047-C,2_A8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45899999999999996,0.746,arabiensis,,arabiensis,20.807453,-1.936392,-60.647743,22.738443,-10.879476,-26.660416,-25.731983,-2.2161853,25.72957,2.3171437
2534,AC0048-Cx,2_A10,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45799999999999996,0.74,arabiensis,,arabiensis,17.390718,-12.010781,-53.865227,-23.144384,-14.425966,3.641134,-31.570652,-22.15103,-15.771553,2.6752677
2535,AC0049-C,2_A11,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.457,0.748,arabiensis,,arabiensis,14.917323,-5.7171516,-59.52287,-1.4844443,-11.100485,-20.600248,-14.954309,16.290585,0.41476452,7.727792
2536,AC0050-Cx,2_A12,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.7440000000000001,arabiensis,,arabiensis,16.654911,-1.0543125,-37.58304,-21.294643,-14.895718,-37.71467,-17.066624,-6.500751,-51.676006,-10.10733
2537,AC0051-C,2_B3,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.41,0.654,arabiensis,,arabiensis,17.978931,-4.399579,-43.739456,-10.152371,-4.1181397,-16.438936,-10.361394,9.721034,-5.603201,-2.0116093
2538,AC0052-Cx,2_B5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.741,arabiensis,,arabiensis,14.801607,-2.8149288,-47.54961,-18.48937,4.062879,-14.27105,2.434434,4.071488,-9.244045,-18.684395
2539,AC0053-C,2_B9,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45399999999999996,0.741,arabiensis,,arabiensis,18.114336,-16.43693,-56.341373,-19.768492,7.1281447,54.737923,-9.710256,-3.814316,7.0537605,-46.10593
2540,AC0054-C,2_C1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45399999999999996,0.736,arabiensis,,arabiensis,17.517244,-5.9720507,-54.798626,15.2365465,-20.863632,-11.257148,-9.302877,12.596243,-30.812199,17.327106
2541,AC0055-C,2_C5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45899999999999996,0.745,arabiensis,,arabiensis,17.121891,-3.5093842,-59.070465,7.045439,-6.7658563,-49.035233,-38.36117,22.000023,-21.012173,15.97118
2542,AC0056-C,2_C9,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46,0.746,arabiensis,,arabiensis,18.025015,-7.5922713,-59.604103,-5.180867,-11.317985,-24.929869,24.15881,22.909525,32.226078,7.4510846
2543,AC0057-C,2_C11,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.462,0.741,arabiensis,,arabiensis,14.165402,-3.0093644,-50.88076,-23.36484,3.187176,-23.907743,-3.7511919,31.326939,-13.730423,-35.5292
2544,AC0058-C,2_D1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45799999999999996,0.74,arabiensis,,arabiensis,19.65368,-3.4143167,-55.189117,3.449656,-19.313065,-7.427362,16.788301,36.183136,-30.285728,4.7799706
2545,AC0059-C,2_D2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45299999999999996,0.745,arabiensis,,arabiensis,14.381064,-2.5270321,-47.57299,24.01679,-8.53113,-13.629902,13.697172,19.96379,-24.134327,43.3054
2546,AC0060-C,2_D3,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46399999999999997,0.745,arabiensis,,arabiensis,12.768089,-3.9173698,-37.47923,8.240844,-1.959593,-34.271484,-1.684809,6.9877524,-50.1193,-2.7664375
2547,AC0061-C,2_D6,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45399999999999996,0.741,arabiensis,,arabiensis,18.162943,-15.413864,-82.02531,-25.331614,2.8899395,46.21803,2.880132,-3.510252,26.403606,-37.489876
2548,AC0062-C,2_D7,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.745,arabiensis,,arabiensis,17.902151,-6.6836104,-42.128025,-26.904919,-0.40985873,-14.000484,42.569008,21.05589,70.785866,-0.07920094
2549,AC0063-C,2_D10,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.461,0.7440000000000001,arabiensis,,arabiensis,17.016981,-17.257565,-84.01599,-16.788187,-6.73494,0.20613489,20.405466,61.27929,4.805238,-55.187042
2550,AC0064-C,2_D12,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.457,0.7440000000000001,arabiensis,,arabiensis,18.936033,-7.013395,-46.56808,0.44640777,4.6340275,-11.419428,-37.860645,-2.1271644,37.326138,-8.795439
2551,AC0065-C,2_E4,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.731,arabiensis,,arabiensis,16.527494,1.8126571,-39.951244,3.7627766,-8.126629,-25.561655,-3.0674622,24.990967,-8.349302,11.295337
2552,AC0066-C,2_E8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.462,0.748,arabiensis,,arabiensis,20.152308,-2.8488781,-49.689846,-24.723797,-3.4322965,-8.882155,35.221092,11.454277,63.203674,-2.137951
2553,AC0067-Cx,2_E12,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.462,0.745,arabiensis,,arabiensis,19.640558,-2.7264242,-49.101254,-23.783527,-3.3726056,-3.8026977,16.120388,7.815494,5.8593564,3.113094
2554,AC0068-C,2_F6,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.461,0.743,arabiensis,,arabiensis,14.34599,-6.7515616,-49.923912,-14.452674,-5.5323253,-26.405128,-15.757144,7.099323,-51.45958,23.097296
2555,AC0069-C,2_F8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.461,0.7440000000000001,arabiensis,,arabiensis,20.756042,-3.7008092,-47.436493,-12.099299,-0.25492674,-10.87379,-14.0700655,5.458589,22.157967,5.920373
2556,AC0070-C,2_F10,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.441,0.6990000000000001,arabiensis,,arabiensis,19.263681,-12.553498,-62.042824,-12.402062,-0.31003386,11.334218,-15.717606,-22.793604,-18.406555,4.952203
2557,AC0071-C,2_F12,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.457,0.745,arabiensis,,arabiensis,16.671604,-2.1098392,-49.186607,2.1769726,-7.7897,-5.1466455,-5.585929,10.681391,-2.401056,-1.0676179
2558,AC0072-C,2_G1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46399999999999997,0.747,arabiensis,,arabiensis,13.567778,-4.125925,-64.5359,-9.347677,-20.585218,2.254632,4.6009097,37.63849,-9.94853,0.6307262
2559,AC0073-C,2_G2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45899999999999996,0.746,arabiensis,,arabiensis,21.451153,-20.524431,-80.22958,-38.896107,10.705041,41.14256,-19.897892,-16.453611,44.87967,-30.029984
2560,AC0074-C,2_G3,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.462,0.743,arabiensis,,arabiensis,20.574196,-9.628407,-68.2484,4.9760733,-9.278737,-14.430435,-39.080307,-8.999264,-9.638701,-3.0442612
2561,AC0075-C,2_G8,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.747,arabiensis,,arabiensis,17.854025,-4.746507,-64.52766,14.649221,-21.737377,-33.82753,-8.119891,8.993791,12.25427,10.873534
2562,AC0076-C,2_G10,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45899999999999996,0.746,arabiensis,,arabiensis,20.544659,3.1370876,-42.083126,-16.73951,-17.550238,-45.84792,-21.511011,5.059859,-20.043058,24.00332
2563,AC0077-C,2_H1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.449,0.745,arabiensis,,arabiensis,20.161907,-22.418758,-62.44604,4.609762,-19.298393,16.75417,-35.793736,-26.854538,-42.38197,114.96735
2564,AC0078-C,2_H2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45399999999999996,0.745,arabiensis,,arabiensis,17.47725,-27.084158,-59.986645,0.7617866,-10.505765,20.414791,-62.14483,-72.51331,-16.744192,71.896225
2565,AC0079-C,2_H5,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.455,0.745,arabiensis,,arabiensis,15.781479,-2.5855591,-56.585068,-14.087085,-12.580118,-23.540476,-13.878526,30.988726,-35.64356,1.8766856
2566,AC0080-Cx,3_A3,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.456,0.748,arabiensis,,arabiensis,18.18652,-2.7621436,-57.2628,-2.922816,-8.083146,-18.806488,6.7758636,19.663134,-7.9552393,0.27155256
2567,AC0081-C,3_B1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.457,0.7290000000000001,arabiensis,,arabiensis,16.689861,-2.4453673,-56.86894,-6.9489098,-23.667677,-39.576363,-23.600397,4.380174,-33.24461,12.219371
2568,AC0082-C,3_B2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.43200000000000005,0.685,arabiensis,,arabiensis,18.377901,-4.8019376,-55.35423,-17.867594,-17.683561,-28.076504,-0.029213512,15.864828,-47.059494,0.52228403
2569,AC0083-C,3_C1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45799999999999996,0.746,arabiensis,,arabiensis,17.143225,-10.2010765,-70.482666,-16.057238,-1.1986351,-16.882933,-0.16888559,29.762075,-9.1966095,-43.898712
2570,AC0084-C,3_C2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.457,0.746,arabiensis,,arabiensis,21.781084,-14.04985,-62.34154,-32.797283,6.5640016,4.189809,10.479632,38.557,9.810236,-59.598713
2571,AC0085-C,3_E2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45399999999999996,0.733,arabiensis,,arabiensis,12.158144,-4.411584,-47.655926,-3.0381117,-10.355408,-33.943886,-18.47533,-0.41098642,-14.970199,6.7507625
2572,AC0086-C,3_F1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.451,0.742,arabiensis,,arabiensis,22.953352,-2.6031666,-51.803772,-7.008045,-9.2364,-14.974195,33.42567,4.6310716,75.32647,3.5766063
2573,AC0087-Cx,3_F2,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.45399999999999996,0.741,arabiensis,,arabiensis,18.683472,-4.7414474,-62.959045,4.375043,-9.207702,-19.20257,4.8882546,13.060944,4.018424,-6.1014066
2574,AC0088-C,3_G1,Martin Donnelly,Uganda,Nagongera,2012,10,0.77,34.025999999999996,F,AG1000G-UG,v3,0.46,0.747,arabiensis,,arabiensis,19.018991,-23.034971,-95.6598,-32.633854,-5.162392,14.087755,20.34079,41.30176,29.90835,-55.125656
2689,AC0205-C,K2,Martin Donnelly,Uganda,Kihihi,2012,10,-0.7509999999999999,29.701,F,AG1000G-UG,v3,0.449,0.72,arabiensis,,arabiensis,15.169506,-2.0533528,-4.250657,36.814716,39.04927,22.664509,-25.58994,-44.889835,19.573807,-43.43742
